(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) CONV FAC	(5) RVU	(6) GPCI	(7) BASE RATE & URBAN MILEAGE	(7)(a) RURAL BASE RATE & RURAL MILEAGE	(7)(b) RURAL BASE RATE - LOWEST QUARTILE*	(8) RURAL BASE/MILES 1-17*	
12502	01	A0436	1.00	1.00	1.097	$21.53	$32.30	n/a	$32.30	
12502	99	A0425	1.00	1.00	0.925	$6.87	$6.94	n/a	$10.41	
12502	99	A0426	212.13	1.20	0.925	$246.02	$248.43	$304.58	n/a	
12502	99	A0427	212.13	1.90	0.925	$389.52	$393.34	$482.23	n/a	
12502	99	A0428	212.13	1.00	0.925	$205.01	$207.02	$253.81	n/a	
12502	99	A0429	212.13	1.60	0.925	$328.02	$331.24	$406.10	n/a	
12502	99	A0430	1.00	1.00	0.925	"$2,738.45"	"$4,107.67"	n/a	"$4,107.67"	
12502	99	A0431	1.00	1.00	0.925	"$3,183.84"	"$4,775.77"	n/a	"$4,775.77"	
12502	99	A0432	212.13	1.75	0.925	$358.77	$362.29	n/a	n/a	
12502	99	A0433	212.13	2.75	0.925	$563.79	$569.31	$697.97	n/a	
12502	99	A0434	212.13	3.25	0.925	$666.29	$672.82	$824.88	n/a	
12502	99	A0435	1.00	1.00	0.925	$8.07	$12.11	n/a	$12.11	
12502	99	A0436	1.00	1.00	0.925	$21.53	$32.30	n/a	$32.30	
Connecticut										
13102	00	A0425	1.00	1.00	1.185	$6.87	$6.94	n/a	$10.41	
13102	00	A0426	221.88	1.20	1.185	$306.75	$309.76	$379.77	n/a	
13102	00	A0427	221.88	1.90	1.185	$485.69	$490.45	$601.29	n/a	
13102	00	A0428	221.88	1.00	1.185	$255.63	$258.13	$316.47	n/a	
13102	00	A0429	221.88	1.60	1.185	$409.00	$413.01	$506.35	n/a	
13102	00	A0430	1.00	1.00	1.185	"$3,108.32"	"$4,662.47"	n/a	"$4,662.47"	
13102	00	A0431	1.00	1.00	1.185	"$3,613.87"	"$5,420.80"	n/a	"$5,420.80"	
13102	00	A0432	221.88	1.75	1.185	$447.35	$451.73	n/a	n/a	
13102	00	A0433	221.88	2.75	1.185	$702.97	$709.86	$870.29	n/a	
13102	00	A0434	221.88	3.25	1.185	$830.78	$838.93	"$1,028.53"	n/a	
13102	00	A0435	1.00	1.00	1.185	$8.07	$12.11	n/a	$12.11	
13102	00	A0436	1.00	1.00	1.185	$21.53	$32.30	n/a	$32.30	
Empire New York										
13202	01	A0425	1.00	1.00	1.298	$6.87	$6.94	n/a	$10.41	
13202	01	A0426	212.13	1.20	1.298	$313.81	$316.89	$388.51	n/a	
13202	01	A0427	212.13	1.90	1.298	$496.87	$501.74	$615.13	n/a	
13202	01	A0428	212.13	1.00	1.298	$261.51	$264.07	$323.75	n/a	
13202	01	A0429	212.13	1.60	1.298	$418.41	$422.51	$518.00	n/a	
13202	01	A0430	1.00	1.00	1.298	"$3,269.07"	"$4,903.60"	n/a	"$4,903.60"	
13202	01	A0431	1.00	1.00	1.298	"$3,800.77"	"$5,701.15"	n/a	"$5,701.15"	
13202	01	A0432	212.13	1.75	1.298	$457.64	$462.13	n/a	n/a	
13202	01	A0433	212.13	2.75	1.298	$719.15	$726.20	$890.32	n/a	
13202	01	A0434	212.13	3.25	1.298	$849.90	$858.23	"$1,052.19"	n/a	
13202	01	A0435	1.00	1.00	1.298	$8.07	$12.11	n/a	$12.11	
13202	01	A0436	1.00	1.00	1.298	$21.53	$32.30	n/a	$32.30	
13202	02	A0425	1.00	1.00	1.289	$6.87	$6.94	n/a	$10.41	
13202	02	A0426	212.13	1.20	1.289	$312.17	$315.23	$386.47	n/a	
13202	02	A0427	212.13	1.90	1.289	$494.28	$499.12	$611.92	n/a	
13202	02	A0428	212.13	1.00	1.289	$260.14	$262.70	$322.07	n/a	
13202	02	A0429	212.13	1.60	1.289	$416.23	$420.31	$515.30	n/a	
13202	02	A0430	1.00	1.00	1.289	"$3,256.26"	"$4,884.39"	n/a	"$4,884.39"	
13202	02	A0431	1.00	1.00	1.289	"$3,785.88"	"$5,678.82"	n/a	"$5,678.82"	
13202	02	A0432	212.13	1.75	1.289	$455.25	$459.72	n/a	n/a	
13202	02	A0433	212.13	2.75	1.289	$715.40	$722.41	$885.67	n/a	
13202	02	A0434	212.13	3.25	1.289	$845.47	$853.76	"$1,046.71"	n/a	
13202	02	A0435	1.00	1.00	1.289	$8.07	$12.11	n/a	$12.11	
13202	02	A0436	1.00	1.00	1.289	$21.53	$32.30	n/a	$32.30	
13202	03	A0425	1.00	1.00	1.077	$6.87	$6.94	n/a	$10.41	
13202	03	A0426	212.13	1.20	1.077	$273.64	$276.32	$338.77	n/a	
13202	03	A0427	212.13	1.90	1.077	$433.27	$437.51	$536.39	n/a	
13202	03	A0428	212.13	1.00	1.077	$228.04	$230.27	$282.31	n/a	
13202	03	A0429	212.13	1.60	1.077	$364.86	$368.43	$451.70	n/a	
13202	03	A0430	1.00	1.00	1.077	"$2,954.68"	"$4,432.02"	n/a	"$4,432.02"	
13202	03	A0431	1.00	1.00	1.077	"$3,435.24"	"$5,152.87"	n/a	"$5,152.87"	
13202	03	A0432	212.13	1.75	1.077	$399.06	$402.97	n/a	n/a	
Empire New York (cont'd)										
13202	03	A0433	212.13	2.75	1.077	$627.10	$633.24	$776.35	n/a	
13202	03	A0434	212.13	3.25	1.077	$741.11	$748.38	$917.51	n/a	
13202	03	A0435	1.00	1.00	1.077	$8.07	$12.11	n/a	$12.11	
13202	03	A0436	1.00	1.00	1.077	$21.53	$32.30	n/a	$32.30	
Western New York										
13282	99	A0425	1.00	1.00	0.921	$6.87	$6.94	n/a	$10.41	
13282	99	A0426	212.13	1.20	0.921	$245.29	$247.69	$303.67	n/a	
13282	99	A0427	212.13	1.90	0.921	$388.37	$392.18	$480.81	n/a	
13282	99	A0428	212.13	1.00	0.921	$204.41	$206.41	$253.06	n/a	
13282	99	A0429	212.13	1.60	0.921	$327.05	$330.26	$404.90	n/a	
13282	99	A0430	1.00	1.00	0.921	"$2,732.76"	"$4,099.14"	n/a	"$4,099.14"	
13282	99	A0431	1.00	1.00	0.921	"$3,177.23"	"$4,765.84"	n/a	"$4,765.84"	
13282	99	A0432	212.13	1.75	0.921	$357.71	$361.22	n/a	n/a	
13282	99	A0433	212.13	2.75	0.921	$562.12	$567.63	$695.91	n/a	
13282	99	A0434	212.13	3.25	0.921	$664.32	$670.84	$822.45	n/a	
13282	99	A0435	1.00	1.00	0.921	$8.07	$12.11	n/a	$12.11	
13282	99	A0436	1.00	1.00	0.921	$21.53	$32.30	n/a	$32.30	
GHI / New York										
13292	04	A0425	1.00	1.00	1.239	$6.87	$6.94	n/a	$10.41	
13292	04	A0426	212.13	1.20	1.239	$303.09	$306.06	$375.23	n/a	
13292	04	A0427	212.13	1.90	1.239	$479.89	$484.59	$594.11	n/a	
13292	04	A0428	212.13	1.00	1.239	$252.57	$255.05	$312.69	n/a	
13292	04	A0429	212.13	1.60	1.239	$404.11	$408.08	$500.31	n/a	
13292	04	A0430	1.00	1.00	1.239	"$3,185.13"	"$4,777.70"	n/a	"$4,777.70"	
13292	04	A0431	1.00	1.00	1.239	"$3,703.18"	"$5,554.77"	n/a	"$5,554.77"	
13292	04	A0432	212.13	1.75	1.239	$442.00	$446.33	n/a	n/a	
13292	04	A0433	212.13	2.75	1.239	$694.57	$701.38	$859.89	n/a	
13292	04	A0434	212.13	3.25	1.239	$820.86	$828.91	"$1,016.24"	n/a	
13292	04	A0435	1.00	1.00	1.239	$8.07	$12.11	n/a	$12.11	
13292	04	A0436	1.00	1.00	1.239	$21.53	$32.30	n/a	$32.30	
Maine										
31142	03	A0425	1.00	1.00	1.025	$6.87	$6.94	n/a	$10.41	
31142	03	A0426	221.88	1.20	1.025	$276.33	$279.04	$342.10	n/a	
31142	03	A0427	221.88	1.90	1.025	$437.53	$441.82	$541.67	n/a	
31142	03	A0428	221.88	1.00	1.025	$230.28	$232.54	$285.09	n/a	
31142	03	A0429	221.88	1.60	1.025	$368.45	$372.06	$456.15	n/a	
31142	03	A0430	1.00	1.00	1.025	"$2,880.70"	"$4,321.06"	n/a	"$4,321.06"	
31142	03	A0431	1.00	1.00	1.025	"$3,349.24"	"$5,023.86"	n/a	"$5,023.86"	
31142	03	A0432	221.88	1.75	1.025	$402.99	$406.94	n/a	n/a	
31142	03	A0433	221.88	2.75	1.025	$633.26	$639.47	$783.99	n/a	
31142	03	A0434	221.88	3.25	1.025	$748.40	$755.74	$926.54	n/a	
31142	03	A0435	1.00	1.00	1.025	$8.07	$12.11	n/a	$12.11	
31142	03	A0436	1.00	1.00	1.025	$21.53	$32.30	n/a	$32.30	
31142	99	A0425	1.00	1.00	0.893	$6.87	$6.94	n/a	$10.41	
31142	99	A0426	221.88	1.20	0.893	$251.24	$253.70	$311.04	n/a	
31142	99	A0427	221.88	1.90	0.893	$397.80	$401.70	$492.48	n/a	
31142	99	A0428	221.88	1.00	0.893	$209.37	$211.42	$259.20	n/a	
31142	99	A0429	221.88	1.60	0.893	$334.99	$338.27	$414.72	n/a	
31142	99	A0430	1.00	1.00	0.893	"$2,692.93"	"$4,039.39"	n/a	"$4,039.39"	
31142	99	A0431	1.00	1.00	0.893	"$3,130.92"	"$4,696.38"	n/a	"$4,696.38"	
31142	99	A0432	221.88	1.75	0.893	$366.39	$369.98	n/a	n/a	
31142	99	A0433	221.88	2.75	0.893	$575.76	$581.40	$712.80	n/a	
31142	99	A0434	221.88	3.25	0.893	$680.44	$687.11	$842.40	n/a	
31142	99	A0435	1.00	1.00	0.893	$8.07	$12.11	n/a	$12.11	
31142	99	A0436	1.00	1.00	0.893	$21.53	$32.30	n/a	$32.30	
Massachusetts										
31143	01	A0425	1.00	1.00	1.291	$6.87	$6.94	n/a	$10.41	
31143	01	A0426	221.88	1.20	1.291	$326.90	$330.11	$404.71	n/a	
31143	01	A0427	221.88	1.90	1.291	$517.60	$522.67	$640.79	n/a	
31143	01	A0428	221.88	1.00	1.291	$272.42	$275.09	$337.26	n/a	
31143	01	A0429	221.88	1.60	1.291	$435.87	$440.14	$539.61	n/a	
31143	01	A0430	1.00	1.00	1.291	"$3,259.11"	"$4,888.66"	n/a	"$4,888.66"	
31143	01	A0431	1.00	1.00	1.291	"$3,789.19"	"$5,683.78"	n/a	"$5,683.78"	
31143	01	A0432	221.88	1.75	1.291	$476.73	$481.41	n/a	n/a	
31143	01	A0433	221.88	2.75	1.291	$749.15	$756.50	$927.47	n/a	
31143	01	A0434	221.88	3.25	1.291	$885.36	$894.04	"$1,096.09"	n/a	
31143	01	A0435	1.00	1.00	1.291	$8.07	$12.11	n/a	$12.11	
31143	01	A0436	1.00	1.00	1.291	$21.53	$32.30	n/a	$32.30	
31143	99	A0425	1.00	1.00	1.106	$6.87	$6.94	n/a	$10.41	
31143	99	A0426	221.88	1.20	1.106	$291.73	$294.59	$361.17	n/a	
31143	99	A0427	221.88	1.90	1.106	$461.91	$466.44	$571.86	n/a	
31143	99	A0428	221.88	1.00	1.106	$243.11	$245.49	$300.97	n/a	
31143	99	A0429	221.88	1.60	1.106	$388.98	$392.79	$481.56	n/a	
31143	99	A0430	1.00	1.00	1.106	"$2,995.93"	"$4,493.90"	n/a	"$4,493.90"	
31143	99	A0431	1.00	1.00	1.106	"$3,483.21"	"$5,224.81"	n/a	"$5,224.81"	
31143	99	A0432	221.88	1.75	1.106	$425.44	$429.61	n/a	n/a	
31143	99	A0433	221.88	2.75	1.106	$668.55	$675.11	$827.68	n/a	
31143	99	A0434	221.88	3.25	1.106	$790.11	$797.85	$978.16	n/a	
31143	99	A0435	1.00	1.00	1.106	$8.07	$12.11	n/a	$12.11	
31143	99	A0436	1.00	1.00	1.106	$21.53	$32.30	n/a	$32.30	
New Hampshire										
31144	40	A0425	1.00	1.00	1.039	$6.87	$6.94	n/a	$10.41	
31144	40	A0426	221.88	1.20	1.039	$279.00	$281.73	$345.40	n/a	
31144	40	A0427	221.88	1.90	1.039	$441.74	$446.07	$546.88	n/a	
31144	40	A0428	221.88	1.00	1.039	$232.50	$234.78	$287.84	n/a	
31144	40	A0429	221.88	1.60	1.039	$371.99	$375.64	$460.53	n/a	
31144	40	A0430	1.00	1.00	1.039	"$2,900.62"	"$4,350.93"	n/a	"$4,350.93"	
31144	40	A0431	1.00	1.00	1.039	"$3,372.39"	"$5,058.59"	n/a	"$5,058.59"	
31144	40	A0432	221.88	1.75	1.039	$406.87	$410.86	n/a	n/a	
31144	40	A0433	221.88	2.75	1.039	$639.36	$645.63	$791.54	n/a	
31144	40	A0434	221.88	3.25	1.039	$755.61	$763.02	$935.46	n/a	
31144	40	A0435	1.00	1.00	1.039	$8.07	$12.11	n/a	$12.11	
31144	40	A0436	1.00	1.00	1.039	$21.53	$32.30	n/a	$32.30	
Vermont										
31145	50	A0425	1.00	1.00	0.983	$6.87	$6.94	n/a	$10.41	
31145	50	A0426	221.88	1.20	0.983	$268.35	$270.98	$332.22	n/a	
31145	50	A0427	221.88	1.90	0.983	$424.89	$429.05	$526.02	n/a	
31145	50	A0428	221.88	1.00	0.983	$223.62	$225.82	$276.86	n/a	
31145	50	A0429	221.88	1.60	0.983	$357.80	$361.31	$442.97	n/a	
31145	50	A0430	1.00	1.00	0.983	"$2,820.96"	"$4,231.43"	n/a	"$4,231.43"	
31145	50	A0431	1.00	1.00	0.983	"$3,279.77"	"$4,919.66"	n/a	"$4,919.66"	
31145	50	A0432	221.88	1.75	0.983	$391.34	$395.18	n/a	n/a	
31145	50	A0433	221.88	2.75	0.983	$614.97	$621.00	$761.35	n/a	
31145	50	A0434	221.88	3.25	0.983	$726.78	$733.90	$899.76	n/a	
31145	50	A0435	1.00	1.00	0.983	$8.07	$12.11	n/a	$12.11	
31145	50	A0436	1.00	1.00	0.983	$21.53	$32.30	n/a	$32.30	
