(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*	
Mississippi										
12502	99	A0433	209.44	2.75	0.958	$570.21	$575.80	$705.93	n/a	
12502	99	A0434	209.44	3.25	0.958	$673.88	$680.49	$834.28	n/a	
12502	99	A0435	8.06	1.00	0.958	$8.06	$12.09	n/a	$12.09	
12502	99	A0436	21.51	1.00	0.958	$21.51	$32.27	n/a	$32.27	
Connecticut										
13102	00	A0425	6.73	1.00	1.168	$6.86	$6.93	n/a	$10.40	
13102	00	A0426	209.44	1.20	1.168	$286.50	$289.31	$354.69	n/a	
13102	00	A0427	209.44	1.90	1.168	$453.63	$458.08	$561.60	n/a	
13102	00	A0428	209.44	1.00	1.168	$238.75	$241.09	$295.58	n/a	
13102	00	A0429	209.44	1.60	1.168	$382.00	$385.75	$472.93	n/a	
13102	00	A0430	2842.29	1.00	1.168	"$3,081.04"	"$4,621.56"	n/a	"$4,621.56"	
13102	00	A0431	3304.58	1.00	1.168	"$3,582.16"	"$5,373.25"	n/a	"$5,373.25"	
13102	00	A0432	209.44	1.75	1.168	$417.82	$421.91	n/a	n/a	
13102	00	A0433	209.44	2.75	1.168	$656.57	$663.00	$812.84	n/a	
13102	00	A0434	209.44	3.25	1.168	$775.94	$783.55	$960.63	n/a	
13102	00	A0435	8.06	1.00	1.168	$8.06	$12.09	n/a	$12.09	
13102	00	A0436	21.51	1.00	1.168	$21.51	$32.27	n/a	$32.27	
Empire New York										
13202	01	A0425	6.73	1.00	1.263	$6.86	$6.93	n/a	$10.40	
13202	01	A0426	209.44	1.20	1.263	$303.55	$306.53	$375.80	n/a	
13202	01	A0427	209.44	1.90	1.263	$480.62	$485.33	$595.02	n/a	
13202	01	A0428	209.44	1.00	1.263	$252.96	$255.44	$313.17	n/a	
13202	01	A0429	209.44	1.60	1.263	$404.73	$408.70	$501.07	n/a	
13202	01	A0430	2842.29	1.00	1.263	"$3,216.05"	"$4,824.08"	n/a	"$4,824.08"	
13202	01	A0431	3304.58	1.00	1.263	"$3,739.13"	"$5,608.70"	n/a	"$5,608.70"	
13202	01	A0432	209.44	1.75	1.263	$442.68	$447.02	n/a	n/a	
13202	01	A0433	209.44	2.75	1.263	$695.63	$702.45	$861.21	n/a	
13202	01	A0434	209.44	3.25	1.263	$822.11	$830.17	"$1,017.79"	n/a	
13202	01	A0435	8.06	1.00	1.263	$8.06	$12.09	n/a	$12.09	
13202	01	A0436	21.51	1.00	1.263	$21.51	$32.27	n/a	$32.27	
13202	02	A0425	6.73	1.00	1.278	$6.86	$6.93	n/a	$10.40	
13202	02	A0426	209.44	1.20	1.278	$306.24	$309.24	$379.13	n/a	
13202	02	A0427	209.44	1.90	1.278	$484.88	$489.64	$600.29	n/a	
13202	02	A0428	209.44	1.00	1.278	$255.20	$257.70	$315.94	n/a	
13202	02	A0429	209.44	1.60	1.278	$408.32	$412.32	$505.51	n/a	
13202	02	A0430	2842.29	1.00	1.278	"$3,237.37"	"$4,856.05"	n/a	"$4,856.05"	
13202	02	A0431	3304.58	1.00	1.278	"$3,763.92"	"$5,645.87"	n/a	"$5,645.87"	
13202	02	A0432	209.44	1.75	1.278	$446.60	$450.98	n/a	n/a	
13202	02	A0433	209.44	2.75	1.278	$701.80	$708.68	$868.85	n/a	
13202	02	A0434	209.44	3.25	1.278	$829.40	$837.53	"$1,026.82"	n/a	
13202	02	A0435	8.06	1.00	1.278	$8.06	$12.09	n/a	$12.09	
13202	02	A0436	21.51	1.00	1.278	$21.51	$32.27	n/a	$32.27	
13202	03	A0425	6.73	1.00	1.074	$6.86	$6.93	n/a	$10.40	
13202	03	A0426	209.44	1.20	1.074	$269.63	$272.28	$333.81	n/a	
13202	03	A0427	209.44	1.90	1.074	$426.92	$431.11	$528.54	n/a	
13202	03	A0428	209.44	1.00	1.074	$224.69	$226.90	$278.18	n/a	
13202	03	A0429	209.44	1.60	1.074	$359.51	$363.04	$445.08	n/a	
13202	03	A0430	2842.29	1.00	1.074	"$2,947.45"	"$4,421.18"	n/a	"$4,421.18"	
13202	03	A0431	3304.58	1.00	1.074	"$3,426.85"	"$5,140.27"	n/a	"$5,140.27"	
13202	03	A0432	209.44	1.75	1.074	$393.22	$397.07	n/a	n/a	
Empire New York (cont'd)										
13202	03	A0433	209.44	2.75	1.074	$617.91	$623.97	$764.99	n/a	
13202	03	A0434	209.44	3.25	1.074	$730.26	$737.42	$904.07	n/a	
13202	03	A0435	8.06	1.00	1.074	$8.06	$12.09	n/a	$12.09	
13202	03	A0436	21.51	1.00	1.074	$21.51	$32.27	n/a	$32.27	
Western New York										
13282	99	A0425	6.73	1.00	0.964	$6.86	$6.93	n/a	$10.40	
13282	99	A0426	209.44	1.20	0.964	$249.89	$252.34	$309.37	n/a	
13282	99	A0427	209.44	1.90	0.964	$395.67	$399.55	$489.84	n/a	
13282	99	A0428	209.44	1.00	0.964	$208.25	$210.29	$257.81	n/a	
13282	99	A0429	209.44	1.60	0.964	$333.19	$336.46	$412.50	n/a	
13282	99	A0430	2842.29	1.00	0.964	"$2,791.13"	"$4,186.69"	n/a	"$4,186.69"	
13282	99	A0431	3304.58	1.00	0.964	"$3,245.10"	"$4,867.65"	n/a	"$4,867.65"	
13282	99	A0432	209.44	1.75	0.964	$364.43	$368.00	n/a	n/a	
13282	99	A0433	209.44	2.75	0.964	$572.67	$578.29	$708.98	n/a	
13282	99	A0434	209.44	3.25	0.964	$676.80	$683.43	$837.89	n/a	
13282	99	A0435	8.06	1.00	0.964	$8.06	$12.09	n/a	$12.09	
13282	99	A0436	21.51	1.00	0.964	$21.51	$32.27	n/a	$32.27	
GHI/New York										
13292	04	A0425	6.73	1.00	1.233	$6.86	$6.93	n/a	$10.40	
13292	04	A0426	209.44	1.20	1.233	$298.17	$301.09	$369.14	n/a	
13292	04	A0427	209.44	1.90	1.233	$472.10	$476.72	$584.46	n/a	
13292	04	A0428	209.44	1.00	1.233	$248.47	$250.91	$307.61	n/a	
13292	04	A0429	209.44	1.60	1.233	$397.55	$401.45	$492.18	n/a	
13292	04	A0430	2842.29	1.00	1.233	"$3,173.42"	"$4,760.13"	n/a	"$4,760.13"	
13292	04	A0431	3304.58	1.00	1.233	"$3,689.56"	"$5,534.35"	n/a	"$5,534.35"	
13292	04	A0432	209.44	1.75	1.233	$434.83	$439.09	n/a	n/a	
13292	04	A0433	209.44	2.75	1.233	$683.30	$690.00	$845.94	n/a	
13292	04	A0434	209.44	3.25	1.233	$807.53	$815.45	$999.74	n/a	
13292	04	A0435	8.06	1.00	1.233	$8.06	$12.09	n/a	$12.09	
13292	04	A0436	21.51	1.00	1.233	$21.51	$32.27	n/a	$32.27	
Maine										
14102	03	A0425	6.73	1.00	1.029	$6.86	$6.93	n/a	$10.40	
14102	03	A0426	209.44	1.20	1.029	$261.56	$264.12	$323.81	n/a	
14102	03	A0427	209.44	1.90	1.029	$414.13	$418.19	$512.71	n/a	
14102	03	A0428	209.44	1.00	1.029	$217.97	$220.10	$269.85	n/a	
14102	03	A0429	209.44	1.60	1.029	$348.74	$352.16	$431.75	n/a	
14102	03	A0430	2842.29	1.00	1.029	"$2,883.50"	"$4,325.25"	n/a	"$4,325.25"	
14102	03	A0431	3304.58	1.00	1.029	"$3,352.50"	"$5,028.74"	n/a	"$5,028.74"	
14102	03	A0432	209.44	1.75	1.029	$381.44	$385.18	n/a	n/a	
14102	03	A0433	209.44	2.75	1.029	$599.41	$605.28	$742.08	n/a	
14102	03	A0434	209.44	3.25	1.029	$708.39	$715.33	$877.00	n/a	
14102	03	A0435	8.06	1.00	1.029	$8.06	$12.09	n/a	$12.09	
14102	03	A0436	21.51	1.00	1.029	$21.51	$32.27	n/a	$32.27	
14102	99	A0425	6.73	1.00	0.947	$6.86	$6.93	n/a	$10.40	
14102	99	A0426	209.44	1.20	0.947	$246.84	$249.26	$305.60	n/a	
14102	99	A0427	209.44	1.90	0.947	$390.84	$394.67	$483.86	n/a	
14102	99	A0428	209.44	1.00	0.947	$205.70	$207.72	$254.66	n/a	
14102	99	A0429	209.44	1.60	0.947	$329.13	$332.35	$407.46	n/a	
14102	99	A0430	2842.29	1.00	0.947	"$2,766.97"	"$4,150.45"	n/a	"$4,150.45"	
14102	99	A0431	3304.58	1.00	0.947	"$3,217.01"	"$4,825.51"	n/a	"$4,825.51"	
14102	99	A0432	209.44	1.75	0.947	$359.98	$363.51	n/a	n/a	
14102	99	A0433	209.44	2.75	0.947	$565.68	$571.23	$700.33	n/a	
14102	99	A0434	209.44	3.25	0.947	$668.54	$675.09	$827.66	n/a	
14102	99	A0435	8.06	1.00	0.947	$8.06	$12.09	n/a	$12.09	
14102	99	A0436	21.51	1.00	0.947	$21.51	$32.27	n/a	$32.27	
Massachusetts										
14202	01	A0425	6.73	1.00	1.238	$6.86	$6.93	n/a	$10.40	
14202	01	A0426	209.44	1.20	1.238	$299.06	$302.00	$370.25	n/a	
14202	01	A0427	209.44	1.90	1.238	$473.52	$478.16	$586.22	n/a	
14202	01	A0428	209.44	1.00	1.238	$249.22	$251.66	$308.54	n/a	
14202	01	A0429	209.44	1.60	1.238	$398.75	$402.66	$493.66	n/a	
14202	01	A0430	2842.29	1.00	1.238	"$3,180.52"	"$4,770.78"	n/a	"$4,770.78"	
14202	01	A0431	3304.58	1.00	1.238	"$3,697.83"	"$5,546.74"	n/a	"$5,546.74"	
14202	01	A0432	209.44	1.75	1.238	$436.13	$440.41	n/a	n/a	
14202	01	A0433	209.44	2.75	1.238	$685.35	$692.07	$848.48	n/a	
14202	01	A0434	209.44	3.25	1.238	$809.96	$817.90	"$1,002.75"	n/a	
14202	01	A0435	8.06	1.00	1.238	$8.06	$12.09	n/a	$12.09	
14202	01	A0436	21.51	1.00	1.238	$21.51	$32.27	n/a	$32.27	
14202	99	A0425	6.73	1.00	1.100	$6.86	$6.93	n/a	$10.40	
14202	99	A0426	209.44	1.20	1.100	$274.30	$276.99	$339.59	n/a	
14202	99	A0427	209.44	1.90	1.100	$434.31	$438.57	$537.68	n/a	
14202	99	A0428	209.44	1.00	1.100	$228.58	$230.82	$282.99	n/a	
14202	99	A0429	209.44	1.60	1.100	$365.73	$369.32	$452.78	n/a	
14202	99	A0430	2842.29	1.00	1.100	"$2,984.40"	"$4,476.61"	n/a	"$4,476.61"	
14202	99	A0431	3304.58	1.00	1.100	"$3,469.81"	"$5,204.71"	n/a	"$5,204.71"	
14202	99	A0432	209.44	1.75	1.100	$400.02	$403.94	n/a	n/a	
14202	99	A0433	209.44	2.75	1.100	$628.60	$634.77	$778.22	n/a	
14202	99	A0434	209.44	3.25	1.100	$742.89	$750.18	$919.72	n/a	
14202	99	A0435	8.06	1.00	1.100	$8.06	$12.09	n/a	$12.09	
14202	99	A0436	21.51	1.00	1.100	$21.51	$32.27	n/a	$32.27	
New Hampshire										
14302	40	A0425	6.73	1.00	1.046	$6.86	$6.93	n/a	$10.40	
14302	40	A0426	209.44	1.20	1.046	$264.61	$267.20	$327.59	n/a	
14302	40	A0427	209.44	1.90	1.046	$418.96	$423.07	$518.69	n/a	
14302	40	A0428	209.44	1.00	1.046	$220.51	$222.67	$272.99	n/a	
14302	40	A0429	209.44	1.60	1.046	$352.81	$356.27	$436.79	n/a	
14302	40	A0430	2842.29	1.00	1.046	"$2,907.66"	"$4,361.49"	n/a	"$4,361.49"	
14302	40	A0431	3304.58	1.00	1.046	"$3,380.59"	"$5,070.88"	n/a	"$5,070.88"	
14302	40	A0432	209.44	1.75	1.046	$385.89	$389.67	n/a	n/a	
14302	40	A0433	209.44	2.75	1.046	$606.40	$612.34	$750.73	n/a	
14302	40	A0434	209.44	3.25	1.046	$716.65	$723.68	$887.23	n/a	
14302	40	A0435	8.06	1.00	1.046	$8.06	$12.09	n/a	$12.09	
14302	40	A0436	21.51	1.00	1.046	$21.51	$32.27	n/a	$32.27	
Rhode Island										
14402	01	A0425	6.73	1.00	1.071	$6.86	$6.93	n/a	$10.40	
14402	01	A0426	209.44	1.20	1.071	$269.10	$271.73	$333.15	n/a	
14402	01	A0427	209.44	1.90	1.071	$426.07	$430.24	$527.48	n/a	
14402	01	A0428	209.44	1.00	1.071	$224.25	$226.44	$277.62	n/a	
14402	01	A0429	209.44	1.60	1.071	$358.79	$362.31	$444.19	n/a	
14402	01	A0430	2842.29	1.00	1.071	"$2,943.19"	"$4,414.79"	n/a	"$4,414.79"	
14402	01	A0431	3304.58	1.00	1.071	"$3,421.89"	"$5,132.84"	n/a	"$5,132.84"	
14402	01	A0432	209.44	1.75	1.071	$392.43	$396.28	n/a	n/a	
14402	01	A0433	209.44	2.75	1.071	$616.68	$622.72	$763.46	n/a	
14402	01	A0434	209.44	3.25	1.071	$728.80	$735.95	$902.27	n/a	
14402	01	A0435	8.06	1.00	1.071	$8.06	$12.09	n/a	$12.09	
14402	01	A0436	21.51	1.00	1.071	$21.51	$32.27	n/a	$32.27	
Vermont										
14502	50	A0425	6.73	1.00	1.002	$6.86	$6.93	n/a	$10.40	
14502	50	A0426	209.44	1.20	1.002	$256.71	$259.23	$317.82	n/a	
14502	50	A0427	209.44	1.90	1.002	$406.46	$410.45	$503.21	n/a	
14502	50	A0428	209.44	1.00	1.002	$213.93	$216.03	$264.85	n/a	
14502	50	A0429	209.44	1.60	1.002	$342.28	$345.64	$423.76	n/a	
14502	50	A0430	2842.29	1.00	1.002	"$2,845.13"	"$4,267.70"	n/a	"$4,267.70"	
14502	50	A0431	3304.58	1.00	1.002	"$3,307.88"	"$4,961.83"	n/a	"$4,961.83"	
14502	50	A0432	209.44	1.75	1.002	$374.37	$378.04	n/a	n/a	
14502	50	A0433	209.44	2.75	1.002	$588.30	$594.07	$728.33	n/a	
14502	50	A0434	209.44	3.25	1.002	$695.27	$702.08	$860.75	n/a	
14502	50	A0435	8.06	1.00	1.002	$8.06	$12.09	n/a	$12.09	
14502	50	A0436	21.51	1.00	1.002	$21.51	$32.27	n/a	$32.27	
